rank,team_name,event,country,year,division,event_category,workout_filter,Strength,Endurance,MetCon X,1RM Strict Press,3RM Back Squat,5RM Deadlift,Run,Row,Points
13,Stefanie Preuß & Sven Preuß,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Lite,Overall,2 (583KG),19 (6.51KM),16 (17:44),,,,,,37
14,Vasiliki Koutsogianni & Miguel Azevedo,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Lite,Overall,6 (517KG),17 (7.361KM),14 (16:29),,,,,,37
15,Adrian Dreßler & Milena Belitzer,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Lite,Overall,16 (425KG),16 (7.517KM),8 (14:33),,,,,,40
16,Thiago Costas & Janine Balzer,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Lite,Overall,19 (380KG),7 (8.103KM),15 (17:05),,,,,,41
17,Reinhard Rubow & Michy Mann,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Lite,Overall,18 (393KG),11 (7.856KM),18 (18:08),,,,,,47
17,Alessa Frey & Nils Bonacker,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Lite,Overall,17 (398KG),13 (7.754KM),17 (18:07),,,,,,47
19,Bünyamin Özcelik & Burcin Özcelik,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Lite,Overall,14 (435KG),18 (7.042KM),19 (20:36),,,,,,51
1,Jens Koppe & Lena Fechner,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,152KG,320KG,360KG,,,1
2,Philipp Wamser & Luisa Pfrommer,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,145KG,270KG,325KG,,,2
3,Layla Siebert & Tom Maischak,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,133KG,263KG,330KG,,,3
4,Uli Glöckner & Daniel Lemke,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,116KG,265KG,295KG,,,4
5,Lena Sassano & Philipp Grunert,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,124KG,225KG,283KG,,,5
6,Sören Findeisen & Franziska Kühlthau,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,123KG,223KG,284KG,,,6
7,Alexander Kress & Sandra Hegwein,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,114KG,228KG,280KG,,,7
8,Fina Lale Kutz & Björn Wittig,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,112KG,202KG,255KG,,,8
9,Marc Katzensteiner & Melanie Swoboda,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,110KG,195KG,250KG,,,9
10,Inga-Marie Ganssauge & Lennart Finke,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,103KG,205KG,240KG,,,10
11,Michaela Ressel & Juergen Deckert,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,122KG,185KG,220KG,,,11
12,Maciek Dzięcioł & Justyna Dzieciol,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,93KG,197KG,210KG,,,12
13,Sebastian Białowąs & Weronika Białowąs,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,90KG,175KG,225KG,,,13
14,Marcel Knäblein & Vanessa Mazzarella,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,92KG,175KG,215KG,,,14
15,Anja Meusel & Steve Federow,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,89KG,143KG,220KG,,,15
16,Anne Koch & Robert Koch,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Strength,,,,81KG,162KG,171KG,,,16
1,Justus Herrenbrück & Dustin Schliwka,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,3 (928KG),1 (10.643KM),4 (12:05),,,,,,8
2,Raffaele Del piano & Simone Tavarani,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,6 (900KG),13 (9.861KM),6 (12:23),,,,,,25
3,Kristian Czyz & Marek Rok,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,14 (808KG),9 (9.955KM),4 (12:05),,,,,,27
4,Maximilian Brandl & Kevin Hoos,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,11 (829KG),17 (9.815KM),1 (11:46),,,,,,29
5,Tom Grindel & Lukasz Debek,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,2 (939KG),20 (9.75KM),7 (12:25),,,,,,29
6,Simon schmidt & Juri Maier,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,9 (838KG),12 (9.862KM),13 (12:59),,,,,,34
7,Jona Kozmin & Lorenz Petri,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,5 (913KG),33 (9.508KM),2 (11:59),,,,,,40
8,Felix Michael Müller & Hannes Tüllmann,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,15 (805KG),16 (9.821KM),12 (12:56),,,,,,43
9,Lars Kortenbach & Jonas Wintergerst,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,4 (920KG),28 (9.581KM),16 (13:25),,,,,,48
10,Mateusz Florczak & Adam Dadok,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,12 (821KG),22 (9.723KM),15 (13:14),,,,,,49
11,Marvin Gedlich & Maxime Pracisnore,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,35 (710KG),5 (10.347KM),10 (12:55),,,,,,50
12,Lukas Bossert & Gabriel Lichtenstein,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,46 (685KG),3 (10.486KM),10 (12:55),,,,,,59
13,Bjarne Rogall & Mischa Schneider,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,46 (685KG),4 (10.479KM),14 (13:09),,,,,,64
14,Omar Baritello & Fadi Joumaa,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,16 (802KG),46 (9.339KM),3 (12:02),,,,,,65
15,Jop Siewe & Bernd grosse Siemer,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,35 (710KG),23 (9.716KM),8 (12:37),,,,,,66
16,Frank Bauer & Malte Sieger,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,26 (760KG),24 (9.647KM),19 (13:38),,,,,,69
17,Brooklyn Lange & Rustem Masgutov,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,17 (798KG),37 (9.425KM),18 (13:37),,,,,,72
18,Andreas Stenberg & Martin Dahlman,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,18 (796KG),21 (9.726KM),35 (14:45),,,,,,74
19,Daniel Hasselmann & Burak Kara,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,7 (853KG),47 (9.338KM),22 (13:46),,,,,,76
20,Henry Kaschel & Dennis Hannemann,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,64 (653KG),11 (9.891KM),9 (12:44),,,,,,84
21,Filip Antoszewski & Sebastian Lary,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,20 (788KG),48 (9.332KM),26 (14:06),,,,,,94
22,Fabian Bullack & Arne Knüppel,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,52 (673KG),14 (9.848KM),30 (14:26),,,,,,96
23,Finn Crozier & Joel Hill,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,30 (725KG),30 (9.544KM),37 (14:57),,,,,,97
24,Sebastian Raeck & Sebastian Whitton,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,24 (765KG),45 (9.351KM),29 (14:25),,,,,,98
24,Jeremy Kausel & Nico Bremer,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,59 (660KG),8 (10.068KM),31 (14:33),,,,,,98
24,Julian Chahal & Tayfun Simsek,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,24 (765KG),52 (9.297KM),22 (13:46),,,,,,98
27,Daniel Alvarado & Kayode Passos,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,29 (740KG),43 (9.374KM),28 (14:13),,,,,,100
27,Leo Marcello Polack & Fritz Theden-Schow,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,69 (630KG),7 (10.32KM),24 (13:54),,,,,,100
29,Eric Brockmann & Jason Henkel,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,34 (713KG),35 (9.455KM),34 (14:44),,,,,,103
29,Kevin Weltzien & Christian Nolde,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,77 (606KG),6 (10.329KM),20 (13:40),,,,,,103
31,Leo Chiricone & Federico Benedetti,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,23 (770KG),32 (9.529KM),52 (15:28),,,,,,107
32,Eugen Wiens & Erik Olbert,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,32 (722KG),55 (9.269KM),21 (13:42),,,,,,108
33,Dom Stroh & Piran Asci,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,87 (585KG),2 (10.636KM),27 (14:09),,,,,,116
34,Fabian Schießl & Martin Prasch,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,19 (789KG),58 (9.208KM),45 (15:08),,,,,,122
35,Felix Schier & Luca Hardt,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,20 (788KG),68 (9.101KM),38 (14:59),,,,,,126
36,Robert Steinberg & Jan-Niclas Faasch,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,75 (610KG),10 (9.934KM),45 (15:08),,,,,,130
37,Sebastian Brauer & Felix Fischer,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,44 (694KG),54 (9.273KM),33 (14:37),,,,,,131
37,Lars Ulbricht & Christoph Depner,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,33 (715KG),57 (9.25KM),41 (15:01),,,,,,131
39,Bruno Alves & Chris Lenton,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,40 (707KG),62 (9.143KM),32 (14:35),,,,,,134
39,Nils Bind & Sven Lang,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,28 (745KG),65 (9.131KM),41 (15:01),,,,,,134
39,Nico Schulze & Erik Walther,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,13 (820KG),74 (8.891KM),47 (15:11),,,,,,134
42,Luca Hofmann & Benedikt Meyer-Drabert,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,42 (702KG),39 (9.402KM),57 (15:51),,,,,,138
43,Tobias Schuster & Sergio Kaiser,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,50 (675KG),34 (9.472KM),56 (15:47),,,,,,140
44,Pit Alexander Klepatz & Bastian Barthel,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,63 (654KG),61 (9.146KM),17 (13:36),,,,,,141
44,Michael Bartsch & Philipp Reb,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,22 (780KG),69 (9.018KM),50 (15:24),,,,,,141
46,Euan MacRury & Euan Duff,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,8 (843KG),75 (8.888KM),59 (16:02),,,,,,142
47,Henry Bauer & Franz Gratz,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,59 (660KG),31 (9.538KM),55 (15:35),,,,,,145
48,Simon Cichos & Nicolas Cichos,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,94 (563KG),27 (9.619KM),25 (14:05),,,,,,146
48,Thorsten Pfeilschifter & Dischner Korbinian,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,53 (670KG),49 (9.32KM),44 (15:05),,,,,,146
50,Denis Rduch & Sven Riek,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,48 (682KG),63 (9.138KM),38 (14:59),,,,,,149
51,Philipp Schneider & Philipp Pecher,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,56 (665KG),56 (9.255KM),41 (15:01),,,,,,153
52,sebastian cifuentes & Nick Schuster,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,49 (680KG),36 (9.45KM),69 (16:58),,,,,,154
53,WIlli Kellich & Luis Recinos,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,41 (704KG),79 (8.822KM),38 (14:59),,,,,,158
54,Arran Arogundade & Yannick Braun,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,1 (980KG),93 (8.313KM),65 (16:39),,,,,,159
55,Ilija Markovic & Florian Schatz,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,80 (600KG),26 (9.644KM),54 (15:33),,,,,,160
55,Jan Andryszak & Sasha Hinderlich,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,9 (838KG),80 (8.808KM),71 (17:00),,,,,,160
57,Felix Gotsch & Till Wintgen,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,83 (599KG),19 (9.761KM),63 (16:08),,,,,,165
58,Sébastien Petit & Cedric LEJARD,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,67 (640KG),18 (9.782KM),81 (17:34),,,,,,166
58,Andreas Wikström & Peter Jonas,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,50 (675KG),40 (9.397KM),76 (17:13),,,,,,166
60,Anton Savitsky & Aliaksandr Kochneu,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,66 (642KG),50 (9.305KM),51 (15:25),,,,,,167
61,Lars Prager & André Sadra,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,45 (691KG),76 (8.873KM),49 (15:21),,,,,,170
62,Adam Kugli & Szabolcs Lukacs,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,26 (760KG),73 (8.915KM),75 (17:11),,,,,,174
63,Thomas Range & Murat Hasan,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,74 (618KG),44 (9.364KM),58 (15:56),,,,,,176
64,Leon Huzeyfe Erdal & sefer ahmet özkan,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,76 (608KG),41 (9.39KM),60 (16:04),,,,,,177
65,Alberto Mesas & Bernardo Mercado Coimbra,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,35 (710KG),95 (8.302KM),52 (15:28),,,,,,182
66,Marten Kiersch & Erik Endelich,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,62 (656KG),50 (9.305KM),72 (17:03),,,,,,184
66,Tim Wiedenmann & Leon Hütter,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,99 (537KG),25 (9.646KM),60 (16:04),,,,,,184
68,Szymon Sekula & Sam Jobson,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,91 (572KG),59 (9.186KM),36 (14:48),,,,,,186
69,Robert Ettrich & Stefan Zipfel,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,30 (725KG),78 (8.826KM),85 (18:32),,,,,,193
70,Dirk Heinze & Drew Pronko,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,96 (550KG),15 (9.837KM),84 (18:09),,,,,,195
71,Kamil Burkhanov & Peter Freundel,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,80 (600KG),38 (9.423KM),82 (17:45),,,,,,200
72,Jean-Maxime Rivière & Diego Estrada,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,86 (590KG),29 (9.564KM),87 (18:42),,,,,,202
73,Perry Haki & Ole Petschner,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,53 (670KG),70 (8.998KM),80 (17:30),,,,,,203
74,Jens Nordmeier & Thomas Lau,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,95 (556KG),42 (9.381KM),67 (16:55),,,,,,204
75,Tom Haufe & Marcel Weise,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,69 (630KG),66 (9.114KM),70 (16:59),,,,,,205
76,Christopher Funk & Lorenz Funk,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,56 (665KG),72 (8.931KM),79 (17:18),,,,,,207
77,Vincent To-Sanguan & Daniel Blank,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,58 (663KG),77 (8.834KM),73 (17:06),,,,,,208
78,Simon Rossmann & Manuel Holzmann,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,85 (591KG),64 (9.134KM),62 (16:05),,,,,,211
79,Luis Jouve Gutiérrez & Eloy López de Carrión,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,53 (670KG),97 (8.261KM),68 (16:56),,,,,,218
79,Erik Fengler & Hannes Gey,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,65 (645KG),87 (8.652KM),66 (16:51),,,,,,218
81,Erik M & Marcel M,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,84 (596KG),60 (9.151KM),78 (17:17),,,,,,222
82,Erik Wrage & Anatoli Guschan,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,68 (632KG),81 (8.732KM),76 (17:13),,,,,,225
83,Martin Rapierski & Nino Rum,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,89 (575KG),66 (9.114KM),74 (17:07),,,,,,229
84,Max Doege & Jörn Sattler,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,35 (710KG),99 (8.173KM),96 (19:30),,,,,,230
85,Martin Gruner & Dennis Hypa,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,39 (709KG),102 (7.887KM),91 (18:54),,,,,,232
86,Jörg Schröder & Marko Weber-Schönherr,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,72 (620KG),98 (8.194KM),64 (16:21),,,,,,234
87,Benjamin Wilck & Leonhard Wedel,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,59 (660KG),88 (8.619KM),88 (18:43),,,,,,235
87,Mark Hine & Moritz Winkler,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,43 (698KG),92 (8.317KM),100 (20:35),,,,,,235
89,Marco Scardino & Vincenzo Pesce,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,79 (604KG),71 (8.971KM),90 (18:53),,,,,,240
90,Bernhard Koelbl & Florian Koehler,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,105 (418KG),53 (9.277KM),83 (18:06),,,,,,241
91,Stephan Rabsch & Lucas Altmann,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,71 (628KG),88 (8.619KM),92 (19:00),,,,,,251
92,Steven Roese & Markus Riesner-Körner,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,78 (605KG),84 (8.678KM),94 (19:14),,,,,,256
93,Keith McCrae & Phuc Luu,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,73 (619KG),91 (8.38KM),93 (19:08),,,,,,257
94,Jannes Stubbemann & Federico Orlandini,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,88 (577KG),82 (8.684KM),97 (19:36),,,,,,267
95,Oliver Patzelt & Jerome Kubaschek,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,93 (569KG),96 (8.275KM),86 (18:40),,,,,,275
95,Florian Vielweber & Heiko Hoferer,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,100 (529KG),86 (8.666KM),89 (18:50),,,,,,275
97,Marijo Sucic & rmarohn Team,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,98 (540KG),85 (8.676KM),98 (19:40),,,,,,281
98,Erik Larsen & Konrad Larsen,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,89 (575KG),93 (8.313KM),104 (24:52),,,,,,286
99,Jakob Handy & Maximilian schöngen,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,104 (500KG),83 (8.683KM),103 (23:15),,,,,,290
100,Alexander Schellinger & friedrich morisak,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,91 (572KG),101 (8.055KM),101 (22:13),,,,,,293
101,Martin Hanson & Daniel Stimpson,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,103 (507KG),90 (8.583KM),102 (22:53),,,,,,295
102,Christian Borka & Hanno Focken,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,97 (542KG),104 (7.311KM),95 (19:27),,,,,,296
103,Rainer De Lima Knappe & ibrahim Zeghzeghi,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,101 (522KG),100 (8.119KM),99 (20:12),,,,,,300
104,Jens Wudick & Marc Wudick,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX,Overall,102 (520KG),103 (7.683KM),105 (25:17),,,,,,310
1,Cara Halliday & Maya Halliday,ATHX BERLIN 2026,Germany 🇩🇪,2026,Female,ATHX Pro,Overall,2 (573KG),3 (9.322KM),1 (15:29),,,,,,6
1,Emma Ray & Caroline Norton,ATHX BERLIN 2026,Germany 🇩🇪,2026,Female,ATHX Pro,Overall,3 (504KG),1 (9.361KM),2 (15:35),,,,,,6
3,Sandra Sommer & Julia Matthies,ATHX BERLIN 2026,Germany 🇩🇪,2026,Female,ATHX Pro,Overall,1 (593KG),4 (8.435KM),4 (18:43),,,,,,9
4,Anne-Marie Hansen & Finja Thoroe,ATHX BERLIN 2026,Germany 🇩🇪,2026,Female,ATHX Pro,Overall,4 (456KG),2 (9.332KM),3 (18:41),,,,,,9
1,Julian Schwikart & Christian Ambichl,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX Lite,MetCon X,,,12:35,,,,,,1
2,Robert Wiersbinski & Matthias Trumpold,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX Lite,MetCon X,,,14:15,,,,,,2
2,Tammo Bettex & Michael Adelhardt,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX Lite,MetCon X,,,14:15,,,,,,2
4,Christian Zittel & Carsten Rothmann,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX Lite,MetCon X,,,14:24,,,,,,4
5,Rhydian Powell & Jay Jones,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX Lite,MetCon X,,,15:10,,,,,,5
6,Jim Orlando & Diego Juarez,ATHX BERLIN 2026,Germany 🇩🇪,2026,Male,ATHX Lite,MetCon X,,,15:16,,,,,,6
1,Philipp Wamser & Luisa Pfrommer,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Overall,2 (740KG),1 (10.609KM),1 (14:01),,,,,,4
2,Uli Glöckner & Daniel Lemke,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Overall,4 (676KG),2 (9.832KM),2 (14:44),,,,,,8
3,Layla Siebert & Tom Maischak,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Overall,3 (726KG),5 (9.561KM),3 (15:00),,,,,,11
4,Jens Koppe & Lena Fechner,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Overall,1 (832KG),8 (9.348KM),6 (16:40),,,,,,15
5,Alexander Kress & Sandra Hegwein,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Overall,7 (622KG),4 (9.575KM),4 (16:11),,,,,,15
6,Inga-Marie Ganssauge & Lennart Finke,ATHX BERLIN 2026,Germany 🇩🇪,2026,Mixed,ATHX Pro,Overall,10 (548KG),3 (9.625KM),5 (16:35),,,,,,18
