rank,first_name,last_name,full_name,gender,nationality,gym_name,profile_photo_url,event,country,year,division,event_category,workout_filter,1RM Strict Press,3RM Back Squat,5RM Deadlift,Run,Row
1,Lauren,Evans,Lauren Evans,Female,,,https://ui-avatars.com/api/?name=L+E&color=FFFFFF&background=000000,ATHX BIRMINGHAM 2026,United Kingdom 🇬🇧,2026,Female,ATHX Pro,Endurance,,,,1.393KM,3.911KM
2,Vicki,Whitbrook,Vicki Whitbrook,Female,,,https://ui-avatars.com/api/?name=V+W&color=FFFFFF&background=000000,ATHX BIRMINGHAM 2026,United Kingdom 🇬🇧,2026,Female,ATHX Pro,Endurance,,,,2.474KM,2.829KM
3,Fern,Gardner,Fern Gardner,Female,,,https://ui-avatars.com/api/?name=F+G&color=FFFFFF&background=000000,ATHX BIRMINGHAM 2026,United Kingdom 🇬🇧,2026,Female,ATHX Pro,Endurance,,,,2.617KM,2.438KM
4,Katy,Twigg,Katy Twigg,Female,United Kingdom,,https://athxgames.com/storage/profile-photos/arvmgE176DxfrgxnIWajBpEiXZyFglgykHpril5F.jpg,ATHX BIRMINGHAM 2026,United Kingdom 🇬🇧,2026,Female,ATHX Pro,Endurance,,,,2KM,3.044KM
5,Sara,Khan,Sara Khan,Female,United Kingdom,,https://ui-avatars.com/api/?name=S+K&color=FFFFFF&background=000000,ATHX BIRMINGHAM 2026,United Kingdom 🇬🇧,2026,Female,ATHX Pro,Endurance,,,,2.25KM,2.781KM
6,Louise,Sondergaard,Louise Sondergaard,Female,,,https://ui-avatars.com/api/?name=L+S&color=FFFFFF&background=000000,ATHX BIRMINGHAM 2026,United Kingdom 🇬🇧,2026,Female,ATHX Pro,Endurance,,,,2.096KM,2.827KM
7,Alice,Hardy,Alice Hardy,Female,United Kingdom,Hardys health and fitness,https://ui-avatars.com/api/?name=A+H&color=FFFFFF&background=000000,ATHX BIRMINGHAM 2026,United Kingdom 🇬🇧,2026,Female,ATHX Pro,Endurance,,,,2.037KM,2.844KM
8,Becki,Watkins,Becki Watkins,Female,,,https://ui-avatars.com/api/?name=B+W&color=FFFFFF&background=000000,ATHX BIRMINGHAM 2026,United Kingdom 🇬🇧,2026,Female,ATHX Pro,Endurance,,,,2KM,2.837KM
9,Cara,Brown,Cara Brown,Female,,,https://ui-avatars.com/api/?name=C+B&color=FFFFFF&background=000000,ATHX BIRMINGHAM 2026,United Kingdom 🇬🇧,2026,Female,ATHX Pro,Endurance,,,,2.025KM,2.766KM
10,Jade,Brier,Jade Brier,Female,,,https://athxgames.com/storage/profile-photos/Lws1CDZ3o3sRPMuD74rODo8Y77UYvKDsZ4ZPgByB.jpg,ATHX BIRMINGHAM 2026,United Kingdom 🇬🇧,2026,Female,ATHX Pro,Endurance,,,,1.615KM,3.155KM
